,company_name,company_type,company_subtype
5119,ALMACEN ELUNID N.V.,B2BC,Contractor
5120,ALMACEN DE TODO PARA TODOS,B2BC,Food
5121,ALMACEN MANOLITO HOLDING CORP.,B2BC,Residential/Commercial
5122,CASANOVA INVESTMENTS LIMITED,B2BC,Residential/Commercial
5123,L'ULTIMO CASANOVA LIMITED,B2BC,Food
5124,"CASANOVA ACES, LTD.",B2BC,Residential/Commercial
5125,CASANOVA HOLDINGS INC.,B2BC,Residential/Commercial
5126,HOTEL CASANOVA,B2BC,Hotel
5127,CASANOVA N.V.,B2BC,Dealer
5128,CASANOVA LIMITED,B2BC,Residential/Commercial
5129,CASANOVA LIMITED,B2BC,Residential/Commercial
5130,CASANOVA DEVELOPERS LIMITED,B2BC,Contractor
5131,ALVARADO PROPERTIES LIMITED,B2BC,Residential/Commercial
5132,ALVARADO TRADING HOLDINGS S.A.,B2B,Wholesale  Dealer
5133,ALVARADO INVESTMENTS LIMITED,B2BC,Residential/Commercial
5134,ALVARADO INVESTMENTS LIMITED,B2BC,Residential/Commercial
5135,ALVARADO SHIPPING LIMITED,B2BC,Moving/Transfer Service
5136,BARCO TRADING INC.,B2BC,Food
5137,PUNTA BARCO S.A.,B2BC,Food
5138,"ALTOS DE PUNTA BARCO, S.A.",B2BC,Food
5139,BARCO GROUP INCORPORATED,B2BC,Food
5140,BARCO INC.,B2BC,Food
5141,BARCO MARINE LTD.,B2BC,Dealer
5142,BARCO ASSETS INC.,B2BC,Residential/Commercial
5143,"ALTOS DE PUNTA BARCO-SECCIÓN 3, S.A.",B2BC,Food
5144,"ALTOS DE PUNTA BARCO-SECCIÓN 2, S.A.",B2BC,Food
5145,"PUNTA BARCO NO. 2, S.A.",B2C,Liquor Establishment
5146,BARCO MARINE CORP.,B2B,Wholesale  Dealer
5147,"ALTOS DE PUNTA BARCO-SECCIÓN 1, S.A.",B2BC,Food
5148,BARCO ALLIANCE LIMITED,B2BC,Food
5149,"BARCO HOLDING, LTD.",B2BC,Residential/Commercial
5150,BARCO MARKETING CORP.,B2B,Wholesale  Dealer
5151,BARCO HOLDINGS INC.,B2BC,Residential/Commercial
5152,BARCO INTERNATIONAL LTD.,B2BC,Food
5153,BARCO INVESTMENTS LIMITED,B2BC,Residential/Commercial
5154,ENCOMIENDAS EL BARCO,B2BC,Food
5155,STICHTING E BARCO DI NOAH KINDERDAGVERBLIJF,B2BC,Food
5156,BARCO ASSIGNMENTS LTD,B2BC,Employment Agency
5157,BARCO SHIPPING LTD.,B2BC,Moving/Transfer Service
5158,BARCO INVESTMENT LLC,B2BC,Residential/Commercial
5159,BARCO LIMITED,B2BC,Food
5160,BARCO PROPERTIES LIMITED,B2BC,Residential/Commercial
5161,CASA DE BARCO LIMITED,B2BC,Food
5162,BARCO SHIPPING LTD,B2BC,Moving/Transfer Service
5163,CANTERAS NACIONALES CENTRALES S.A.,PUB,Community Association
5164,"CANTERAS NACIONALES CARIBE, S.A.",B2BC,Dealer
5165,"CANTERAS NACIONALES CHIRIQUI, S.A.",B2BC,Entertainment Services
5166,"CANTERAS NACIONALES VERAGUAS, S.A.",PUB,Community Association
5167,CANTERAS Y MANUFACTURAS MATURIN CA LTD.,B2BC,Dealer
5168,CERREJON COAL (BERMUDA) LTD.,B2BC,Contractor
5169,GLENCORE CERREJON LTD,B2BC,Contractor
5170,CERREJON INTERNATIONAL A.V.V.,B2B,Wholesale  Dealer
5171,VARIEDADES,B2BC,Dealer
5172,VARIEDADES,B2BC,Dealer
5173,VARIEDADES,B2BC,Dealer
5174,VARIEDADES EMILU,B2BC,Dealer
5175,VARIEDADES DIANA,B2BC,Dealer
5176,VARIEDADES CLEIVI,B2BC,Food
5177,VARIEDADES KWANG YING ESTUDIO DE BELLEZA,B2BC,Instruction
5178,VARIEDADES Y PELUQUERIA ORTEGA,B2BC,Residential/Commercial
5179,VARIEDADES LUZMA VOF,B2C,Health and Beauty
5180,VARIEDADES JACKY,B2BC,Food
5181,VARIEDADES GLADYS,B2BC,Dealer
5182,VARIEDADES UNO Y MAS,B2BC,Food
5183,CONFECCIONES Y VARIEDADES VICTORIA,B2BC,Entertainment Services
5184,VARIEDADES QURIOSIS KOSAS,B2BC,Instruction
5185,VARIEDADES DIANA,B2BC,Dealer
5186,VARIEDADES CERTUCHE TALLER Y REPARACION JOYAS,B2BC,Entertainment Services
5187,VARIEDADES ROSEMARIE,B2C,Health and Beauty
5188,CONFECCIONES Y VARIEDADES VICTORIA,B2BC,Entertainment Services
5189,VARIEDADES YUK-MAR,B2BC,Food
5190,VARIEDADES CANDY,B2BC,Food
5191,VARIEDADES NOEMI,B2C,Health and Beauty
5192,VARIEDADES ALEXANDER,B2C,Health and Beauty
5193,VARIEDADES MONZER,B2BC,Dealer
5194,VARIEDADES KITTY,B2BC,Dealer
5195,VARIEDADES EL EDEN,B2BC,Food
5196,"ARTE, DECORACION Y VARIEDADES YVONNE",B2BC,Dealer
5197,VARIEDADES JOSEFA,B2BC,Dealer
5198,VARIEDADES LUMIAND,B2C,Health and Beauty
5199,VARIEDADES JIRE,B2BC,Dealer
5200,VARIEDADES RICH,B2BC,Dealer
5201,BEAUTY CENTER & VARIEDADES AHOLIBA,B2C,Health and Beauty
5202,VARIEDADES LATINAS SOLMAR,B2BC,Food
5203,VARIEDADES MARLENE,B2BC,Dealer
5204,FRUTERIA AND VARIEDADES CESAR'S,B2BC,Food
5205,VARIEDADES LARIMAR GIFTS & SOUVENIRSHOP,B2BC,Dealer
5206,ZZZ-ALBEIRO HOLDINGS LTD,B2BC,Residential/Commercial
5207,CADENA EQUITIES S.A.,B2BC,Referral Services
5208,CADENA REAL ESTATE INC.,B2BC,Real Estate Dealer
5209,CADENA ENTERPRISES LIMITED,B2BC,Residential/Commercial
5210,CADENA LIMITED,B2BC,Financial Services
5211,CADENA TRADING COMPANY LIMITED,B2B,Wholesale  Dealer
5212,LA CADENA A.V.V.,B2BC,Food
5213,CADENA ALEXANDER LOTTERY,B2BC,Dealer
5214,CADENA,B2BC,Dealer
5215,DURANGO ASSOCIATES CORP.,B2BC,Contractor
5216,DURANGO INTERNATIONAL INC.,B2B,Wholesale  Dealer
5217,DURANGO ENTERPRISE CORPORATION,B2BC,Contractor
5218,DURANGO FINANCE LIMITED,B2BC,Financial Services
5219,DURANGO MANAGEMENT EQUITIES INC.,B2BC,Financial Services
5220,DURANGO ESTATES LIMITED,B2BC,Residential/Commercial
5221,DURANGO INTERNATIONAL CORP.,B2B,Wholesale  Dealer
5222,DURANGO INTERNATIONAL INC.,B2B,Wholesale  Dealer
5223,DURANGO ENTERPRISE CORP.,B2BC,Contractor
5224,DURANGO INTERNATIONAL CORPORATION,B2B,Wholesale  Dealer
5225,DURANGO TRADING LIMITED,B2B,Wholesale  Dealer
5226,DURANGO PROPERTIES LIMITED,B2BC,Residential/Commercial
5227,DURANGO GOLD LIMITED,B2B,Wholesale  Dealer
5228,DURANGO INTERNATIONAL COMPANY LIMITED,B2B,Wholesale  Dealer
5229,DURANGO HOLDING LTD,B2BC,Residential/Commercial
5230,DURANGO LIMITED,B2BC,Contractor
5231,DURANGO ENTERPRISES CORPORATION,B2BC,Contractor
5232,DURANGO S.A.,B2BC,Security Services
5233,DURANGO SOCIETY LTD.,B2BC,Residential/Commercial
5234,DURANGO MANAGEMENT LTD,B2BC,Contractor
5235,DURANGO DYNAMIC LIMITED,B2BC,Auto
5236,DURANGO INTERNATIONAL INVESTMENTS LTD.,B2BC,Residential/Commercial
5237,DURANGO PROPERTIES LIMITED,B2BC,Residential/Commercial
5238,DURANGO INVESTMENTS A.V.V.,B2BC,Residential/Commercial
5239,DURANGO INVESTMENTS LTD,B2BC,Residential/Commercial
5240,THE DURANGO COMPANY,B2BC,Contractor
5241,DURANGO HOLDINGS LIMITED,B2BC,Residential/Commercial
5242,"DURANGO GROUP, LTD.",B2BC,Contractor
5243,"DURANGO REINSURANCE CO., LTD.",B2BC,Dealer
5244,"DURANGO INTERNATIONAL, LLC",B2B,Wholesale  Dealer
5245,THE DURANGO TRUST,B2BC,Residential/Commercial
5246,PADIERNA PROPERTY HOLDINGS LTD,B2BC,Residential/Commercial
5247,PALENCIA SERVICES INC.,B2B,Janitorial Services
5248,PALENCIA ENTERPRISES LTD.,B2BC,Residential/Commercial
5249,"GIEL-PALENCIA SERVICES, TRADE, IMPORT & EXPORT V.B.A.",B2B,Wholesale  Dealer
5250,JOYERIA LUAD,B2BC,Food
5251,"JOYERIA ""EL BRILLANTE""",B2BC,Food
5252,JOYERIA VAN EER,B2BC,Food
5253,JOYERIA OLGA VASQUEZ N.V.,B2BC,Food
5254,OLGA VASQUEZ JOYERIA & RELOJERIA,B2BC,Residential/Commercial
5255,JOYERIA OLGA VAZQUEZ N.V.,B2BC,Food
5256,JOYERIA ANGELA,B2BC,Food
5257,JOYERIA COMPRA Y VENTA LA ESCALA,B2BC,Food
5258,ANAYA HOLDINGS CORP,B2BC,Residential/Commercial
5259,BOLIVAR VENTURAS S.A.,B2BC,Contractor
5260,FUNDACION CASA DE BOLIVAR,B2BC,Residential/Commercial
5261,BOLIVAR INVESTMENTS LIMITED,B2BC,Residential/Commercial
5262,BOLIVAR LIMITED,B2BC,Residential/Commercial
5263,BOLIVAR GOLDFIELDS A.V.V.,B2BC,Dealer
5264,CONSOLIDATED BOLIVAR MINING CORPORATION A.V.V.,B2BC,Financial Services
5265,PROYECTO BOLIVAR A.V.V.,B2BC,Contractor
5266,BOLIVAR FINANCE LIMITED,B2BC,Financial Services
5267,BOLIVAR (BAHAMAS) LIMITED,B2BC,Residential/Commercial
5268,BOLIVAR MARKETING LIMITED,B2BC,Real Estate Dealer
5269,BOLIVAR ENERGY (BARBADOS) INC.,B2B,Wholesale  Dealer
5270,BOLIVAR ENERGY (COLOMBIA) INC.,B2B,Wholesale  Dealer
5271,BOLIVAR INC,B2BC,Dealer
5272,BOLIVAR CORPORATE LIMITED,B2BC,Residential/Commercial
5273,BOLIVAR LIMITED,B2BC,Residential/Commercial
5274,FUNDACION CARTAGENA DE INDIAS,PUB,Community Association
5275,CARTAGENA HOLDINGS LTD,B2BC,Residential/Commercial
5276,CARTAGENA INC,B2B,Wholesale  Dealer
5277,CARTAGENA INTERNATIONAL LTD.,B2B,Wholesale  Dealer
5278,CARTAGENA VENTURES LIMITED,B2BC,Residential/Commercial
5279,ZABALA INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
5280,PADILLA S.A.,B2BC,Dealer
5281,"INVERSIONES PADILLA 93, INC.",B2BC,Entertainment Services
5282,PACHECO INVESTMENTS S.A.,B2BC,Residential/Commercial
5283,PACHECO ANIMAL GARDEN,B2BC,Dealer
5284,PACHECO CAR WASH,B2BC,Auto
5285,PACHECO HOLDINGS CORP.,B2BC,Residential/Commercial
5286,ESPEJO DEL MAR LTD.,B2BC,Food
5287,"CASCO VIEJO, S.A.",B2BC,Food
5288,HOTEL CASCO VIEJO S.A.,B2C,Liquor Establishment
5289,HOTEL MARINA PUERTO VIEJO S.A.,B2C,Liquor Establishment
5290,SAUCE VIEJO LTD.,B2BC,Food
5291,QUIJANO CASCO VIEJO S.A.,B2BC,Food
5292,HOTEL MARINA PUERTO VIEJO S.A.,B2C,Liquor Establishment
5293,MONTE VIEJO LTD,B2BC,Residential/Commercial
5294,ARROYA VIEJO S.A.,B2BC,Contractor
5295,PUEBLO VIEJO INC,B2BC,Entertainment Services
5296,VIEJO SANTITO LIMITED,B2BC,Food
5297,DOS A REPUESTOS S.A.C.I. CORP.,B2BC,Entertainment Services
5298,REPUESTOS LEGITIMOS LIMITED,B2BC,Computer Services
5299,BAYRON INVESTMENTS LIMITED,B2BC,Residential/Commercial
5300,SANDRA PIEDRAHITA SALON VBA,B2C,Health and Beauty
5301,PALACIO DE ORO,B2BC,Food
5302,PALACIO SUPERCENTER N.V.,B2BC,Residential/Commercial
5303,GIANOMAR PALACIO DI DEPORTE N.V.,B2BC,Food
5304,E PALACIO DEL PELUQUERO,B2BC,Food
5305,PALACIO DE ORO,B2BC,Food
5306,"EL PALACIO DE LAS FRUTAS, BATIDOS Y SNACK",B2BC,Food
5307,VICTORIA SNACK EL PALACIO DEL BATIDO,B2BC,Food
5308,"EL PALACIO DE LAS FRUTAS, BATIDOS Y SNACKS",B2BC,Food
5309,ESTRADA INTERNATIONAL LTD.,B2B,Wholesale  Dealer
5310,GUARDIA ESTRADA INVESTMENTS LTD,B2BC,Residential/Commercial
5311,PIEDRA VERDE INVEST INC.,B2BC,Residential/Commercial
5312,PIEDRA BUENA COMPANY CORP.,B2BC,Food
5313,PIEDRA MORENA FOUNDATION,PUB,Community Association
5314,COTO CAYO DE PIEDRA INC.,B2BC,Food
5315,PIEDRA PLAT BABY STORE,B2BC,Dealer
5316,PIEDRA PLAT STORE,B2BC,Dealer
5317,PIEDRA PLAT TIRE REPAIR SHOP,B2BC,Auto
5318,PIEDRA PLAT ENTERPRISES/THUNDER & LIGHTING,B2BC,Dealer
5319,PICA PIEDRA SPEELSCHOOL,B2BC,Food
5320,STICHTING BUURTCENTRUM PIEDRA PLAT EN OMGEVING,B2BC,Entertainment Services
5321,STICHTING JEUGDCENTRUM PIEDRA PLAT,PUB,Community Association
5322,PIEDRA PLAT'S LOTTERY,B2BC,Dealer
5323,PIEDRA PLAT RESTAURANT,B2BC,Food
5324,PIEDRA PLAT MINI-MARKET,B2BC,Food
5325,PIEDRA PLAT BABY STORE,B2BC,Dealer
5326,FUNDACION CENTRO FAMIA PIEDRA PLAT,PUB,Community Association
5327,FUNDACION CIVICO CULTURAL ARUBA PIEDRA VIVA,PUB,Community Association
5328,"""FUNDACION RIPOLDO CROES LITTLE LEAGUE BALLPARK PIEDRA PLAT I-R-257""",B2BC,Food
5329,PIEDRA PLAT PROFESSIONAL REPAIRS,B2BC,Contractor
5330,POSADA PIEDRA AZUL,B2BC,Food
5331,PIEDRA DURA LIMA CORPORATION,B2BC,Dealer
5332,PUENTE DE PIEDRA AG GROUP LLC,B2BC,Food
5333,PIEDRA DE PLATA INC.,B2BC,Food
5334,EL GOLFETE DE CAYO DE PIEDRA LTD.,B2BC,Food
5335,"UNION GANADERA CHIRICANA, S.A.",B2BC,Food
5336,GALLINAS SOCIEDAD ANONIMA GANADERA LIMITED,PUB,Community Association
5337,KNEZ ROMIK LTD.,B2BC,Dealer
5338,PLATA ASSOCIATES S.A.,B2BC,Financial Services
5339,PUNTA PLATA CORPORATION,B2BC,Residential/Commercial
5340,PLATA-SUD INVESTMENT S. A.,B2BC,Residential/Commercial
5341,MAR DE PLATA TEAM S.A.,B2BC,Dealer
5342,LA PLATA CORPORATION,B2BC,Contractor
5343,PLATA MANAGEMENT CORP.,B2BC,Contractor
5344,PLATA GROUP LIMITED,B2BC,Contractor
5345,DUFRY PUERTO PLATA CORPORATION,B2BC,Food
5346,PLATA INC.,B2BC,Contractor
5347,TONG GUAN LA PLATA COMPANY LIMITED,B2BC,Food
5348,LA PLATA BUSINESS S.A.,B2B,Wholesale  Dealer
5349,RIO DE LA PLATA INTERNATIONAL CORP,B2B,Wholesale  Dealer
5350,RIO DE LA PLATA PREMIER S.A.,B2BC,Food
5351,LA PLATA S.A.,B2BC,Food
5352,RIO DEL PLATA LIMITED,B2BC,Residential/Commercial
5353,RIO PLATA INVESTMENTS LTD.,B2BC,Residential/Commercial
5354,CASA DE PLATA LTD,B2BC,Residential/Commercial
5355,LA PLATA INVESTMENTS S.A.,B2BC,Residential/Commercial
5356,"LA PLATA, LTD.",B2BC,Residential/Commercial
5357,PLATA COMPANY LIMITED,B2BC,Contractor
5358,PLATA INVESTMENTS INC.,B2BC,Residential/Commercial
5359,LA PLATA CONTINENTAL INC.,B2B,Wholesale  Dealer
5360,RIO PLATA TRADING LTD.,B2B,Wholesale  Dealer
5361,DE LA PLATA INVESTMENTS LTD.,B2BC,Residential/Commercial
5362,INVERSIONES DE LA PLATA LIMITED,B2BC,Entertainment Services
5363,INVERSIONES DE LA PLATA II LIMITED,B2BC,Entertainment Services
5364,PUERTO PLATA REAL ESTATE A.V.V.,B2BC,Real Estate Dealer
5365,MAR DE PLATA REALTY N.V.,B2BC,Real Estate Dealer
5366,BOTANICA ORO Y PLATA,B2BC,Dealer
5367,CONSTRUCTORA ISLA DE PLATA N.V.,B2BC,Contractor
5368,INVERSIONES PLATA AVV,B2BC,Entertainment Services
5369,RIO DE LA PLATA CORPORATION N.V.,B2BC,Residential/Commercial
5370,"ASSESORIO, PLATA Y ALGO MAS",B2BC,Food
5371,ORO Y PLATA JEWEL REPAIRSHOP,B2BC,Dealer
5372,PEURTO PLATA DEVELOPMENT CORPORATION LIMITED,B2BC,Contractor
5373,CHATEAU PLATA LIMITED,B2BC,Residential/Commercial
5374,"PICO PLATA AVV, LIMITED",B2BC,Contractor
5375,DEL PLATA CORP,B2BC,Residential/Commercial
5376,PLATA RIVER HOLDINGS LIMITED,B2BC,Residential/Commercial
5377,PLATA GROUP HOLDINGS LTD.,B2BC,Residential/Commercial
5378,LA PLATA SYNDICATE LLC,B2BC,Food
5379,"PLATA, L.L.C.",B2BC,Dealer
5380,RIO DE LA PLATA TRADING LLC,B2B,Wholesale  Dealer
5381,PLATA CHARTERING LIMITED,B2BC,Travel Agent
5382,MURILLO  HOLDINGS S. A.,B2BC,Contractor
5383,STICHTING CAPILLA VIRGEN DI MURILLO,B2BC,Entertainment Services
5384,CARNES ARUBA,B2BC,Dealer
5385,DE AGUILAR LTD.,B2BC,Residential/Commercial
5386,AGUILAR BUSINESS CORP.,B2BC,Residential/Commercial
5387,AGUILAR CORP.,B2BC,Contractor
5388,"AGUILAR SERVICES CO., LTD.",B2BC,Contractor
5389,"AGUILAR CASTILLO LOVE, S.A.",B2BC,Dealer
5390,"ALLEYNE,AGUILAR & ALTMAN LIMITED",B2BC,Financial Services
5391,"ALLEYNE, AGUILAR & ALTMAN LIMITED",B2BC,Financial Services
5392,ALLEYNE & AGUILAR LIMITED,B2BC,Residential/Commercial
5393,ALLEYNE AGUILAR & ALTMAN (SOUTH COAST) LTD.,B2BC,Residential/Commercial
5394,LA ARBOLEDA INTERNACIONAL SOCIEDAD ANONIMA,PUB,Community Association
5395,ARBOLEDA CORPORATION,B2BC,Dealer
5396,CIEGO S.A.,B2BC,Dealer
5397,BASTO STAR INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
5398,BASTO INVESTMENTS LIMITED,B2BC,Residential/Commercial
5399,ROLDAN FINANCE S.A.,B2BC,Financial Services
5400,"ROLDAN INVESTMENTS, CORP.",B2BC,Residential/Commercial
5401,ROLDAN HOLDINGS LIMITED,B2BC,Residential/Commercial
5402,INVERSIONES RANCHO S.A.,B2BC,Real Estate Dealer
5403,RANCHO LA PLAYA INVESTMENTS LTD.,B2BC,Residential/Commercial
5404,RANCHO DELUXE INTERNATIONAL S.A.,B2B,Wholesale  Dealer
5405,"RANCHO TRIPLE M, CORP",B2BC,Residential/Commercial
5406,RANCHO LIMITED,B2BC,Residential/Commercial
5407,RANCHO FE INVESTMENTS LTD.,B2BC,Residential/Commercial
5408,RANCHO INTERNATIONAL HOLDINGS S.A.,B2BC,Residential/Commercial
5409,RANCHO EL PASO,B2BC,Residential/Commercial
5410,RANCHO GRANDE VOF,B2BC,Entertainment Services
5411,RANCHO NOTORIOUS,B2C,Liquor Establishment
5412,RANCHO MONTE BLANCO V.O.F.,B2BC,Residential/Commercial
5413,RANCHO NAJIB,B2BC,Residential/Commercial
5414,EL RANCHO RUMBERO,B2BC,Residential/Commercial
5415,RANCHO MONTE BLANCO N.V.,B2BC,Residential/Commercial
5416,RANCHO ARIZONA,B2BC,Residential/Commercial
5417,RANCHO GRANDE,B2BC,Residential/Commercial
5418,RANCHO NOTORIOUS ENTERPRISES N.V. - PEGASUS,B2BC,Food
5419,RANCHO NOTORIOUS ENTERPRISES N.V. - COMPADRES & PARTNERS,B2BC,Residential/Commercial
5420,RANCHO NOTORIOUS ENTERPRISES N.V. - B.B. BORDADOS (COMPUTERIZED EMBROIDERY) & BOUTIQUE,B2BC,Dealer
5421,RANCHO PARILLADA,B2BC,Residential/Commercial
5422,RANCHO LA PONDEROSA HORSEBACK TOURS N.V.,B2BC,Dealer
5423,RANCHO FRANCO,B2BC,Residential/Commercial
5424,RANCHO PARILLADA,B2BC,Residential/Commercial
5425,NOS RANCHO TAKE AWAY,B2BC,Food
5426,RANCHO TROCHADORES,B2BC,Food
5427,RANCHO LA HACIENDITA,B2BC,Residential/Commercial
5428,RANCHO'S LOTTERY,B2BC,Dealer
5429,RANCHO JABURIBARI,B2BC,Food
5430,STICHTING RANCHO,B2BC,Residential/Commercial
5431,RANCHO AZUL,B2BC,Residential/Commercial
5432,RANCHO JOSEY,B2BC,Residential/Commercial
5433,RANCHO TRIPLE L,B2BC,Food
5434,RANCHO GU GROUP INC.,B2BC,Residential/Commercial
5435,RANCHO DE LA PLAYA S.A.,B2BC,Food
5436,"RANCHO RE., LTD.",B2BC,Residential/Commercial
5437,"ONE RANCHO REINSURANCE CO., LTD.",B2BC,Dealer
5438,"TWO RANCHO REINSURANCE CO., LTD.",B2BC,Dealer
5439,"THREE RANCHO REINSURANCE CO., LTD.",B2BC,Dealer
5440,"RANCHO MAGANTE, INC.",B2BC,Residential/Commercial
5441,HAPPY RANCHO LIMITED,B2BC,Residential/Commercial
5442,HERRADURA COMPANY S.A.,B2BC,Dealer
5443,LAGUNA PARAISO INC.,B2BC,Food
5444,PARAISO ASSOCIATED S.A.,B2BC,Contractor
5445,CABO PARAISO S.A.,B2BC,Food
5446,VILLA DO PARAISO LTD.,B2BC,Residential/Commercial
5447,PARAISO INVESTMENTS CORP.,B2BC,Residential/Commercial
5448,PARAISO LTD,B2BC,Residential/Commercial
5449,VILLA DO PARAISO LTD.,B2BC,Residential/Commercial
5450,PARAISO S. A.,B2BC,Dealer
5451,PARAISO SOFTWARE INC.,B2BC,Computer Services
5452,PARAISO RESOURCES LIMITED,B2B,Wholesale  Dealer
5453,EL PARAISO,B2BC,Food
5454,PARAISO DE LUZ A.V.V.,B2BC,Food
5455,HOFFIE INFANTIL PARAISO V.O.F.,B2BC,Dealer
5456,STICHTING COMISION DI MAYOR NOS PARAISO,B2BC,Entertainment Services
5457,"FITNESS BOUTIQUE ""PARAISO""",B2C,Health and Beauty
5458,MI PARAISO,B2BC,Food
5459,VENTANAS AL PARAISO REAL ESTATE DEVELOPMENT N.V.,B2BC,Residential/Commercial
5460,EL PARAISO DE LA BELLEZA,B2BC,Food
5461,PARAISO FLOWERSHOP BY CARLOS,B2BC,Dealer
5462,PARAISO MANAGEMENT CORP.,B2BC,Residential/Commercial
5463,AVES DEL PARAISO LTD.,B2BC,Residential/Commercial
5464,TERRA PARAISO TEMPLE TRUST,B2BC,Residential/Commercial
5465,GUADALAJARA INTERNATIONAL CORP.,B2B,Wholesale  Dealer
5466,GUADALAJARA INVESTMENT GROUP LTD,B2BC,Residential/Commercial
5467,"GUADALAJARA INTERNATIONAL, LTD",B2B,Wholesale  Dealer
5468,GUADALAJARA BAR,B2C,Liquor Establishment
5469,GUADALAJARA BAR,B2C,Liquor Establishment
5470,GUADALAJARA BAR,B2C,Liquor Establishment
5471,GUADALAJARA BAR,B2C,Liquor Establishment
5472,GUADALAJARA BAR,B2C,Liquor Establishment
5473,GUADALAJARA BAR,B2C,Liquor Establishment
5474,GUADALAJARA BAR & NIGHT CLUB N.V.,B2C,Liquor Establishment
5475,QUINCE INTERNATIONAL LTD.,B2B,Wholesale  Dealer
5476,THE QUINCE FOUNDATION,PUB,Community Association
5477,QUINCE AND COMPANY LIMITED,B2BC,Financial Services
5478,PETER QUINCE LIMITED,B2BC,Financial Services
5479,PARACO ENTERPRISES LTD.,B2BC,Contractor
5480,ENCANTO INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
5481,EL ENCANTO,B2BC,Food
5482,EL ENCANTO FOTO,B2BC,Dealer
5483,MODESTERIA EL ENCANTO,B2BC,Food
5484,EL ENCANTO BOUTIQUE,B2BC,Dealer
5485,ENCANTO ASIA LIMITED,B2B,Wholesale  Dealer
5486,ENCANTO CAPITAL LIMITED,B2BC,Financial Services
5487,ENCANTO COMPANY LIMITED,B2BC,Contractor
5488,ENCANTO GLOBAL LIMITED,B2B,Wholesale  Dealer
5489,ENCANTO VENTURES LIMITED,B2BC,Residential/Commercial
5490,OCAMPO HOLDINGS SOCIEDAD ANONIMA,B2BC,Residential/Commercial
5491,OCAMPO LIMITED,B2BC,Contractor
5492,OCAMPO A.V.V.,B2BC,Contractor
5493,CLAVER N.V.,B2BC,Dealer
5494,247 SUPPORTED LTD,B2BC,Residential/Commercial
5495,FEDCO MANAGEMENT LTD.,B2BC,Contractor
5496,FEDCO ARUBA,B2B,Wholesale  Dealer
5497,FEDCO INVESTMENTS LIMITED,B2BC,Residential/Commercial
5498,FEDCO HOLDINGS LTD.,B2BC,Residential/Commercial
5499,CAMPANIA INTERNAZIONALE GESTIONI TURISTICO-ALBERGHIERI LTD,B2BC,Food
5500,CHE...BUENOS AIRES PARRILLA RESTAURANT,B2BC,Food
5501,PARRILLA Y ALGO MAS TAKE AWAY,B2BC,Food
5502,JOHNNY R. SAADE ART COLLECTION LTD.,B2BC,Dealer
5503,SAADE STORE,B2BC,Food
5504,SAADE FREEZONE N.V.,B2BC,Food
5505,MONSERRAT COMPAÑIA NAVIERA S.A.,B2BC,Dealer
5506,MONSERRAT INTERNATIONAL LLC,B2BC,Food
5507,MONSERRAT INVESTMENT LTD,B2BC,Residential/Commercial
5508,LARA-AGUILERA INT'L A.V.V.,B2BC,Entertainment Services
5509,DUQUE CORPORATION,B2BC,Dealer
5510,DUQUE INVESTMENTS LIMITED,B2BC,Residential/Commercial
5511,EL DUQUE A.V.V. (I.L.),B2C,Liquor Establishment
5512,HOET PELAEZ CASTILLO & DUQUE HPCD INTERNATIONAL ATTORNEYS & CONSULTANTS VBA,B2C,Health and Beauty
5513,HOET PELAEZ CASTILLO & DUQUE HPCD INTERNATIONAL ATTORNEYS & CONSULTANTS VBA,B2C,Health and Beauty
5514,EL RINCON S.A.,B2BC,Dealer
5515,RINCON FIFTY THREE CORPORATION,B2BC,Contractor
5516,RINCON GROUP S.A.,B2BC,Contractor
5517,RINCON HOLDINGS LTD.,B2BC,Residential/Commercial
5518,"RINCON BAHAMAS, LTD.",B2BC,Food
5519,RINCON CRIOLLO,B2BC,Food
5520,RINCON LATINO,B2BC,Food
5521,EL RINCON DEL ARTE,B2BC,Food
5522,RINCON COLOMBIANO BAR-RESTAURANT,B2BC,Food
5523,EL RINCON MARACUCHO,B2BC,Food
5524,TOPCAR SPEEDY SERVICE N.V. - RINCON MART,B2BC,Auto
5525,EL RINCON DE LA AREPA,B2BC,Food
5526,A.G. RINCON CRIOLLO,B2BC,Contractor
5527,RESTAURANTE RINCON GUAJIRO,B2BC,Food
5528,RINCON CITY CAFE,B2BC,Food
5529,EL RINCON DE LAS EMPANADAS,B2BC,Food
5530,EL RINCON DEL BATIDO,B2BC,Food
5531,ESCUDERO HOLDINGS LTD.,B2BC,Residential/Commercial
5532,ISLA GRANDA TRADING INC.,B2B,Wholesale  Dealer
5533,GRANDA LIMITED,B2BC,Contractor
5534,NUEVE GRANDA LIMITED,B2BC,Dealer
5535,GRANDA MAGIC LIMITED.,B2BC,Dealer
5536,MANCO LTD.,B2BC,Contractor
5537,MANCO PETROLEUM PRODUCTS INC.,B2B,Wholesale  Dealer
5538,MANCO LIMITED.,B2BC,Contractor
5539,MANCO (SERVICES) LIMITED,B2BC,Contractor
5540,MANCO LIMITED,B2BC,Contractor
5541,PREMIER MANCO LTD.,B2BC,Contractor
5542,MANCO CAPAC LIMITED,B2BC,Contractor
